"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 9:52:04 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","c) 3","1","5","Antonio Cruz","1628","3","3"
"2021/04/15 9:53:56 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","e) Agua potable","b) Aprueba poco","a) Aprueba mucho","a) Soltero","e) Licenciatura","e) Estudiante y trabaja","a) 1","1","2","Isaac","1938","13","1"
"2021/04/15 9:55:35 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","c) 3","1","3","Henry","1628","4","3"
"2021/04/15 9:58:18 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","d) Preparatoria","b) Ama de casa y trabaja","c) 3","1","2","Isaac","1938","13","2"
"2021/04/15 9:59:50 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","j) Ninguno (No leer)","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","h) Empleado en el sector público","d) 4","1","3","Henry","1628","4","4"
"2021/04/15 9:59:59 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","e) Agua potable","f) Seguridad pública","c) Desaprueba poco","99) No sabe / No contesta (No leer)","a) Soltero","c) Secundaria","j) Trabaja por su cuenta","h) 8 o más","1","5","Antonio Cruz","1628","3","3"
"2021/04/15 10:02:12 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","e) Agua potable","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","d) 4","1","2","Isaac","1938","4","1"
"2021/04/15 10:07:23 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","c) Alumbrado público","j) Ninguno (No leer)","b) Aprueba poco","b) Aprueba poco","c) Unión libre","d) Preparatoria","j) Trabaja por su cuenta","b) 2","1","5","Antonio Cruz","1628","4","5"
"2021/04/15 10:08:16 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","99) No sabe / No contesta (No leer)","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","99) No sabe / No contesta (No leer)","f) Seguridad pública","c) Desaprueba poco","d) Desaprueba mucho","a) Soltero","g) No contesta (No leer)","i) Empleado en el sector privado","e) 5","1","3","Henry","1628","13","3"
"2021/04/15 10:08:28 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","e) 5","1","2","Isaac","1938","4","2"
"2021/04/15 10:11:12 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","d) Preocupado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","h) Empleado en el sector público","d) 4","1","5","Antonio Cruz","1628","4","6"
"2021/04/15 10:15:26 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","Bien","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","99) No sabe / No contesta (No leer)","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","c) 3","1","3","Henry","1628","13","4"
"2021/04/15 10:18:28 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","e) 5","1","5","Antonio Cruz","1628","13","5"
"2021/04/15 10:31:33 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","a) No iré a votar","g) No votará (No leer)","i) No sabe / No contesta (No leer)","e) Agua potable","b) Recolección de basura","d) Desaprueba mucho","c) Desaprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","e) 5","1","5","Antonio Cruz","1628","26","7"
"2021/04/15 10:34:20 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","d) Divorciado","e) Licenciatura","i) Empleado en el sector privado","b) 2","1","2","Isaac","1938","26","1"
"2021/04/15 10:35:01 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","c) Desaprueba poco","b) Aprueba poco","d) Divorciado","c) Secundaria","b) Ama de casa y trabaja","d) 4","1","5","Antonio Cruz","1628","33","3"
"2021/04/15 10:35:12 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","99) No sabe / No contesta (No leer)","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","b) Recolección de basura","99) No sabe / No contesta (No leer)","b) Aprueba poco","99) No sabe / No contesta (No leer)","b) Casado","c) Secundaria","a) Ama de casa","d) 4","1","3","Henry","1628","33","5"
"2021/04/15 10:36:46 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1628","33","4"
"2021/04/15 10:36:58 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","2","Isaac","1938","26","2"
"2021/04/15 10:39:21 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","b) 2","1","2","Isaac","1938","33","1"
"2021/04/15 10:39:28 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","j) Ninguno (No leer)","d) Drenaje","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","e) 5","1","3","Henry","1628","33","6"
"2021/04/15 10:39:48 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","c) Desaprueba poco","e) Viudo","c) Secundaria","j) Trabaja por su cuenta","b) 2","1","1","Lalo Caballero","1628","33","8"
"2021/04/15 10:43:56 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","99) No sabe / No contesta (No leer)","a) Aprueba mucho","b) Aprueba poco","e) Viudo","c) Secundaria","j) Trabaja por su cuenta","b) 2","1","3","Henry","1628","26","5"
"2021/04/15 10:44:17 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","e) Estudiante y trabaja","c) 3","1","2","Isaac","1938","33","2"
"2021/04/15 10:52:55 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","c) 3","1","1","Lalo Caballero","1628","17","8"
"2021/04/15 10:54:11 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","Normal","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","j) Ninguno (No leer)","99) No sabe / No contesta (No leer)","c) Desaprueba poco","d) Desaprueba mucho","a) Soltero","g) No contesta (No leer)","l) No contesta (No leer)","e) 5","1","3","Henry","1628","26","6"
"2021/04/15 10:54:30 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","2","Isaac","1938","17","1"
"2021/04/15 10:55:16 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1628","17","3"
"2021/04/15 10:59:50 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","c) Alumbrado público","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","c) Secundaria","a) Ama de casa","d) 4","1","5","Antonio Cruz","1628","17","4"
"2021/04/15 11:00:04 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","99) No sabe / No contesta (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","d) 4","1","3","Henry","1628","17","5"
"2021/04/15 11:00:57 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1938","17","2"
"2021/04/15 11:03:57 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","h) Estresado","99) No contesta (No leer)","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","f) Seguridad pública","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","g) No contesta (No leer)","j) Trabaja por su cuenta","e) 5","1","3","Henry","1628","17","6"
"2021/04/15 11:15:48 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","b) Recolección de basura","c) Alumbrado público","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","j) Trabaja por su cuenta","d) 4","1","4","Kari","1628","3","6"
"2021/04/15 11:19:23 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1610","60","1"
"2021/04/15 11:23:43 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","a) Soltero","e) Licenciatura","f) Desempleado","d) 4","1","5","Antonio Cruz","1610","60","7"
"2021/04/15 11:23:54 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1610","60","2"
"2021/04/15 11:24:33 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","d) 4","1","3","Henry","1610","60","3"
"2021/04/15 11:27:23 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","g) No contesta (No leer)","a) Ama de casa","e) 5","1","3","Henry","1610","60","4"
"2021/04/15 11:33:22 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","a) Soltero","g) No contesta (No leer)","l) No contesta (No leer)","b) 2","1","1","Lalo Caballero","1610","126","8"
"2021/04/15 11:34:34 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","b) Recolección de basura","e) Agua potable","c) Desaprueba poco","c) Desaprueba poco","b) Casado","b) Primaria","c) Jubilado","d) 4","1","5","Antonio Cruz","1610","126","3"
"2021/04/15 11:36:29 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","Cuidado a la vegetacion ","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","c) 3","1","3","Henry","1610","126","7"
"2021/04/15 11:37:23 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","d) 4","1","2","Isaac","1610","126","1"
"2021/04/15 11:38:51 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1610","126","4"
"2021/04/15 11:41:25 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","d) Preparatoria","a) Ama de casa","c) 3","1","2","Isaac","1610","126","2"
"2021/04/15 12:04:19 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1610","3","1"
"2021/04/15 12:04:57 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","f) Seguridad pública","d) Desaprueba mucho","d) Desaprueba mucho","e) Viudo","b) Primaria","a) Ama de casa","c) 3","1","5","Antonio Cruz","1610","3","5"
"2021/04/15 12:06:21 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","Bien","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","g) Pavimentación de calles","b) Recolección de basura","b) Aprueba poco","c) Desaprueba poco","a) Soltero","e) Licenciatura","d) Estudiante","d) 4","1","3","Henry","1610","3","7"
"2021/04/15 12:07:52 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","c) PAN","j) Ninguno (No leer)","c) Alumbrado público","b) Aprueba poco","d) Desaprueba mucho","b) Casado","c) Secundaria","i) Empleado en el sector privado","e) 5","1","5","Antonio Cruz","1610","3","6"
"2021/04/15 12:08:18 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1610","3","2"
"2021/04/15 12:09:57 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","b) Casado","g) No contesta (No leer)","i) Empleado en el sector privado","c) 3","1","5","Antonio Cruz","1610","18","5"
