"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 10:41:19 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","Enferma","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) PRI","j) Ninguno (No leer)","e) Agua potable","c) Desaprueba poco","b) Aprueba poco","b) Casado","b) Primaria","a) Ama de casa","d) 4","4","20","Pedro","1742","72","8"
"2021/04/15 10:42:36 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","a) No iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","d) 4","4","19","Fatima","1742","104","7"
"2021/04/15 10:44:55 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","e) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","j) Trabaja por su cuenta","b) 2","4","16","Rolando","1742","72","5"
"2021/04/15 10:46:23 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","h) Estresado","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","d) 4","4","17","Tadeo","1742","72","4"
"2021/04/15 10:51:15 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","c) Alumbrado público","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","c) Jubilado","e) 5","4","20","Pedro","1742","72","6"
"2021/04/15 10:51:42 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","99) No sabe / No contesta (No leer)","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","i) No sabe / No contesta (No leer)","99) No sabe / No contesta (No leer)","99) No sabe / No contesta (No leer)","a) Aprueba mucho","d) Desaprueba mucho","b) Casado","b) Primaria","j) Trabaja por su cuenta","b) 2","4","16","Rolando","1742","105","8"
"2021/04/15 11:03:51 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","d) Desaprueba mucho","b) Casado","e) Licenciatura","a) Ama de casa","c) 3","4","17","Tadeo","1742","69","1"
"2021/04/15 11:11:01 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","c) Alumbrado público","e) Agua potable","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","i) Empleado en el sector privado","b) 2","4","17","Tadeo","1742","69","2"
"2021/04/15 11:13:56 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","e) MORENA","d) Drenaje","b) Recolección de basura","a) Aprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","b) 2","4","20","Pedro","1742","69","7"
"2021/04/15 11:28:55 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","d) Drenaje","c) Alumbrado público","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","d) 4","4","19","Fatima","1742","105","4"
"2021/04/15 11:30:14 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","f) Triste","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","j) Ninguno (No leer)","j) Ninguno (No leer)","c) Desaprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","a) Ama de casa","d) 4","4","16","Rolando","1742","69","5"
"2021/04/15 12:53:57 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","i) No sabe / No contesta (No leer)","e) Agua potable","b) Recolección de basura","b) Aprueba poco","d) Desaprueba mucho","b) Casado","c) Secundaria","b) Ama de casa y trabaja","b) 2","4","20","Pedro","1742","69","8"
"2021/04/15 12:54:01 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","g) Pavimentación de calles","b) Recolección de basura","d) Desaprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","a) Ama de casa","e) 5","4","17","Tadeo","1742","69","6"
"2021/04/15 12:54:03 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","e) MORENA","j) Ninguno (No leer)","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","b) Ama de casa y trabaja","b) 2","4","18","Mau","1742","69","4"
"2021/04/15 12:55:46 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","a) No iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","a) Soltero","c) Secundaria","d) Estudiante","c) 3","4","19","Fatima","1742","10","5"
"2021/04/15 12:57:57 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","d) Desaprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","e) 5","4","17","Tadeo","1742","10","1"
"2021/04/15 12:58:52 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","g) 7","4","16","Rolando","1742","69","3"
"2021/04/15 1:00:13 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","b) Aburrido","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) PRI","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","a) Ama de casa","e) 5","4","20","Pedro","1742","10","7"
"2021/04/15 1:00:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","b) Aburrido","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","j) Ninguno (No leer)","e) Agua potable","b) Aprueba poco","c) Desaprueba poco","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","4","18","Mau","1742","10","3"
"2021/04/15 1:02:46 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","g) Pavimentación de calles","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","c) Unión libre","c) Secundaria","a) Ama de casa","e) 5","4","17","Tadeo","1742","10","2"
"2021/04/15 1:05:04 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","d) Preocupado","a) No iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","b) Aprueba poco","e) Viudo","c) Secundaria","a) Ama de casa","c) 3","4","19","Fatima","1742","10","6"
"2021/04/15 1:06:44 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","d) Movimiento Ciudadano","g) Pavimentación de calles","e) Agua potable","d) Desaprueba mucho","d) Desaprueba mucho","c) Unión libre","d) Preparatoria","b) Ama de casa y trabaja","c) 3","4","20","Pedro","1742","10","8"
"2021/04/15 1:07:01 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","g) 7","4","16","Rolando","1742","69","3"
"2021/04/15 1:07:11 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","g) 7","4","16","Rolando","1742","69","3"
"2021/04/15 1:11:17 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","c) Alumbrado público","e) Agua potable","d) Desaprueba mucho","b) Aprueba poco","a) Soltero","c) Secundaria","j) Trabaja por su cuenta","a) 1","4","18","Mau","1742","10","4"
"2021/04/15 1:27:13 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","confidencial ","Confidencial ","j) Ninguno (No leer)","c) Alumbrado público","c) Desaprueba poco","d) Desaprueba mucho","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","a) 1","4","17","Tadeo","1742","18","1"
"2021/04/15 1:30:09 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","e) MORENA","g) Pavimentación de calles","c) Alumbrado público","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","g) 7","4","18","Mau","1742","18","3"
"2021/04/15 1:30:24 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","h) Ninguno (No leer)","e) MORENA","b) Recolección de basura","c) Alumbrado público","c) Desaprueba poco","c) Desaprueba poco","e) Viudo","b) Primaria","j) Trabaja por su cuenta","f) 6","4","19","Fatima","1742","18","5"
"2021/04/15 1:32:35 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","g) Pavimentación de calles","f) Seguridad pública","d) Desaprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","h) 8 o más","4","17","Tadeo","1742","18","2"
"2021/04/15 1:34:21 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","Por las personas que ocupan el  puesto","e) Agua potable","f) Seguridad pública","a) Aprueba mucho","99) No sabe / No contesta (No leer)","b) Casado","e) Licenciatura","b) Ama de casa y trabaja","b) 2","4","20","Pedro","1742","18","7"
